Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
JB C,CYCLING,01/12/2022,13:37:29,01:49:04,15.10,147,,,,,1500,14,,,,,,,,,,,,187,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:03:20,150,,,,,,,,,
,00:03:21,150,,,,,,,,,
,00:03:22,149,,,,,,,,,
,00:03:23,149,,,,,,,,,
,00:03:24,149,,,,,,,,,
,00:03:25,148,,,,,,,,,
,00:03:26,148,,,,,,,,,
,00:03:27,148,,,,,,,,,
,00:03:28,148,,,,,,,,,
,00:03:29,148,,,,,,,,,
,00:03:30,147,,,,,,,,,
,00:03:31,147,,,,,,,,,
,00:03:32,146,,,,,,,,,
,00:03:33,146,,,,,,,,,
,00:03:34,146,,,,,,,,,
,00:03:35,146,,,,,,,,,
,00:03:36,146,,,,,,,,,
,00:03:37,146,,,,,,,,,
,00:03:38,146,,,,,,,,,
,00:03:39,146,,,,,,,,,
,00:03:40,146,,,,,,,,,
,00:03:41,146,,,,,,,,,
,00:03:42,146,,,,,,,,,
,00:03:43,146,,,,,,,,,
,00:03:44,146,,,,,,,,,
,00:03:45,146,,,,,,,,,
,00:03:46,146,,,,,,,,,
,00:03:47,146,,,,,,,,,
,00:03:48,146,,,,,,,,,
,00:03:49,146,,,,,,,,,
,00:03:50,146,,,,,,,,,
,00:03:51,146,,,,,,,,,
,00:03:52,145,,,,,,,,,
,00:03:53,144,,,,,,,,,
,00:03:54,143,,,,,,,,,
,00:03:55,142,,,,,,,,,
,00:03:56,142,,,,,,,,,
,00:03:57,142,,,,,,,,,
,00:03:58,142,,,,,,,,,
,00:03:59,142,,,,,,,,,
,00:04:00,142,,,,,,,,,
,00:04:01,141,,,,,,,,,
,00:04:02,140,,,,,,,,,
,00:04:03,140,,,,,,,,,
,00:04:04,139,,,,,,,,,
,00:04:05,138,,,,,,,,,
,00:04:06,138,,,,,,,,,
,00:04:07,137,,,,,,,,,
,00:04:08,136,,,,,,,,,
,00:04:09,136,,,,,,,,,
,00:04:10,136,,,,,,,,,
,00:04:11,136,,,,,,,,,
,00:04:12,136,,,,,,,,,
,00:04:13,135,,,,,,,,,
,00:04:14,135,,,,,,,,,
,00:04:15,135,,,,,,,,,
,00:04:16,135,,,,,,,,,
,00:04:17,134,,,,,,,,,
,00:04:18,134,,,,,,,,,
,00:04:19,134,,,,,,,,,
,00:04:20,134,,,,,,,,,
,00:04:21,134,,,,,,,,,
,00:04:22,134,,,,,,,,,
,00:04:23,134,,,,,,,,,
,00:04:24,134,,,,,,,,,
,00:04:25,134,,,,,,,,,
,00:04:26,133,,,,,,,,,
,00:04:27,132,,,,,,,,,
,00:04:28,131,,,,,,,,,
,00:04:29,130,,,,,,,,,
,00:04:30,131,,,,,,,,,
,00:04:31,131,,,,,,,,,
,00:04:32,130,,,,,,,,,
,00:04:33,129,,,,,,,,,
,00:04:34,129,,,,,,,,,
,00:04:35,128,,,,,,,,,
,00:04:36,128,,,,,,,,,
,00:04:37,127,,,,,,,,,
,00:04:38,125,,,,,,,,,
,00:04:39,124,,,,,,,,,
,00:04:40,123,,,,,,,,,
,00:04:41,122,,,,,,,,,
,00:04:42,122,,,,,,,,,
,00:04:43,123,,,,,,,,,
,00:04:44,123,,,,,,,,,
,00:04:45,124,,,,,,,,,
,00:04:46,125,,,,,,,,,
,00:04:47,126,,,,,,,,,
,00:04:48,126,,,,,,,,,
,00:04:49,125,,,,,,,,,
,00:04:50,123,,,,,,,,,
,00:04:51,121,,,,,,,,,
,00:04:52,119,,,,,,,,,
,00:04:53,117,,,,,,,,,
,00:04:54,116,,,,,,,,,
,00:04:55,115,,,,,,,,,
,00:04:56,115,,,,,,,,,
,00:04:57,116,,,,,,,,,
,00:04:58,117,,,,,,,,,
,00:04:59,118,,,,,,,,,
,00:05:00,119,,,,,,,,,
,00:05:01,119,,,,,,,,,
,00:05:02,121,,,,,,,,,
,00:05:03,120,,,,,,,,,
,00:05:04,121,,,,,,,,,
,00:05:05,120,,,,,,,,,
,00:05:06,119,,,,,,,,,
,00:05:07,118,,,,,,,,,
,00:05:08,118,,,,,,,,,
,00:05:09,117,,,,,,,,,
,00:05:10,117,,,,,,,,,
,00:05:11,117,,,,,,,,,
,00:05:12,116,,,,,,,,,
,00:05:13,117,,,,,,,,,
,00:05:14,119,,,,,,,,,
,00:05:15,120,,,,,,,,,
,00:05:16,121,,,,,,,,,
,00:05:17,122,,,,,,,,,
,00:05:18,123,,,,,,,,,
,00:05:19,123,,,,,,,,,
,00:05:20,123,,,,,,,,,
,00:05:21,124,,,,,,,,,
,00:05:22,126,,,,,,,,,
,00:05:23,128,,,,,,,,,
,00:05:24,130,,,,,,,,,
,00:05:25,131,,,,,,,,,
,00:05:26,134,,,,,,,,,
,00:05:27,136,,,,,,,,,
,00:05:28,137,,,,,,,,,
,00:05:29,138,,,,,,,,,
,00:05:30,139,,,,,,,,,
,00:05:31,140,,,,,,,,,
,00:05:32,140,,,,,,,,,
,00:05:33,140,,,,,,,,,
,00:05:34,140,,,,,,,,,
,00:05:35,139,,,,,,,,,
,00:05:36,138,,,,,,,,,
,00:05:37,137,,,,,,,,,
,00:05:38,137,,,,,,,,,
,00:05:39,136,,,,,,,,,
,00:05:40,135,,,,,,,,,
,00:05:41,135,,,,,,,,,
,00:05:42,135,,,,,,,,,
,00:05:43,135,,,,,,,,,
,00:05:44,133,,,,,,,,,
,00:05:45,131,,,,,,,,,
,00:05:46,128,,,,,,,,,
,00:05:47,126,,,,,,,,,
,00:05:48,124,,,,,,,,,
,00:05:49,123,,,,,,,,,
,00:05:50,123,,,,,,,,,
,00:05:51,122,,,,,,,,,
,00:05:52,122,,,,,,,,,
,00:05:53,123,,,,,,,,,
,00:05:54,123,,,,,,,,,
,00:05:55,123,,,,,,,,,
,00:05:56,122,,,,,,,,,
,00:05:57,121,,,,,,,,,
,00:05:58,121,,,,,,,,,
,00:05:59,120,,,,,,,,,
,00:06:00,120,,,,,,,,,
,00:06:01,119,,,,,,,,,
,00:06:02,119,,,,,,,,,
,00:06:03,119,,,,,,,,,
,00:06:04,119,,,,,,,,,
,00:06:05,119,,,,,,,,,
,00:06:06,120,,,,,,,,,
,00:06:07,120,,,,,,,,,
,00:06:08,119,,,,,,,,,
,00:06:09,117,,,,,,,,,
,00:06:10,117,,,,,,,,,
,00:06:11,118,,,,,,,,,
,00:06:12,119,,,,,,,,,
,00:06:13,120,,,,,,,,,
,00:06:14,120,,,,,,,,,
,00:06:15,120,,,,,,,,,
,00:06:16,120,,,,,,,,,
,00:06:17,119,,,,,,,,,
,00:06:18,119,,,,,,,,,
,00:06:19,120,,,,,,,,,
,00:06:20,120,,,,,,,,,
,00:06:21,121,,,,,,,,,
,00:06:22,122,,,,,,,,,
,00:06:23,122,,,,,,,,,
,00:06:24,122,,,,,,,,,
,00:06:25,123,,,,,,,,,
,00:06:26,124,,,,,,,,,
,00:06:27,125,,,,,,,,,
,00:06:28,126,,,,,,,,,
,00:06:29,127,,,,,,,,,
,00:06:30,128,,,,,,,,,
,00:06:31,129,,,,,,,,,
,00:06:32,130,,,,,,,,,
,00:06:33,130,,,,,,,,,
,00:06:34,131,,,,,,,,,
,00:06:35,131,,,,,,,,,
,00:06:36,131,,,,,,,,,
,00:06:37,132,,,,,,,,,
,00:06:38,132,,,,,,,,,
,00:06:39,133,,,,,,,,,
,00:06:40,133,,,,,,,,,
,00:06:41,134,,,,,,,,,
,00:06:42,134,,,,,,,,,
,00:06:43,134,,,,,,,,,
,00:06:44,134,,,,,,,,,
,00:06:45,134,,,,,,,,,
,00:06:46,135,,,,,,,,,
,00:06:47,135,,,,,,,,,
,00:06:48,135,,,,,,,,,
,00:06:49,136,,,,,,,,,
,00:06:50,136,,,,,,,,,
,00:06:51,137,,,,,,,,,
,00:06:52,138,,,,,,,,,
,00:06:53,138,,,,,,,,,
,00:06:54,138,,,,,,,,,
,00:06:55,137,,,,,,,,,
,00:06:56,137,,,,,,,,,
,00:06:57,136,,,,,,,,,
,00:06:58,136,,,,,,,,,
,00:06:59,136,,,,,,,,,
,00:07:00,137,,,,,,,,,
,00:07:01,137,,,,,,,,,
,00:07:02,138,,,,,,,,,
,00:07:03,138,,,,,,,,,
,00:07:04,140,,,,,,,,,
,00:07:05,140,,,,,,,,,
,00:07:06,140,,,,,,,,,
,00:07:07,141,,,,,,,,,
,00:07:08,141,,,,,,,,,
,00:07:09,141,,,,,,,,,
,00:07:10,140,,,,,,,,,
,00:07:11,140,,,,,,,,,
,00:07:12,140,,,,,,,,,
,00:07:13,140,,,,,,,,,
,00:07:14,140,,,,,,,,,
,00:07:15,140,,,,,,,,,
,00:07:16,140,,,,,,,,,
,00:07:17,141,,,,,,,,,
,00:07:18,141,,,,,,,,,
,00:07:19,142,,,,,,,,,
,00:07:20,142,,,,,,,,,
,00:07:21,142,,,,,,,,,
,00:07:22,142,,,,,,,,,
,00:07:23,142,,,,,,,,,
,00:07:24,142,,,,,,,,,
,00:07:25,142,,,,,,,,,
,00:07:26,142,,,,,,,,,
,00:07:27,142,,,,,,,,,
,00:07:28,142,,,,,,,,,
,00:07:29,142,,,,,,,,,
,00:07:30,142,,,,,,,,,
,00:07:31,142,,,,,,,,,
,00:07:32,142,,,,,,,,,
,00:07:33,143,,,,,,,,,
,00:07:34,142,,,,,,,,,
,00:07:35,142,,,,,,,,,
,00:07:36,142,,,,,,,,,
,00:07:37,142,,,,,,,,,
,00:07:38,142,,,,,,,,,
,00:07:39,142,,,,,,,,,
,00:07:40,142,,,,,,,,,
,00:07:41,141,,,,,,,,,
,00:07:42,141,,,,,,,,,
,00:07:43,141,,,,,,,,,
,00:07:44,141,,,,,,,,,
,00:07:45,142,,,,,,,,,
,00:07:46,141,,,,,,,,,
,00:07:47,141,,,,,,,,,
,00:07:48,141,,,,,,,,,
,00:07:49,140,,,,,,,,,
,00:07:50,140,,,,,,,,,
,00:07:51,140,,,,,,,,,
,00:07:52,140,,,,,,,,,
,00:07:53,140,,,,,,,,,
,00:07:54,140,,,,,,,,,
,00:07:55,141,,,,,,,,,
,00:07:56,141,,,,,,,,,
,00:07:57,142,,,,,,,,,
,00:07:58,143,,,,,,,,,
,00:07:59,142,,,,,,,,,
,00:08:00,142,,,,,,,,,
,00:08:01,142,,,,,,,,,
,00:08:02,141,,,,,,,,,
,00:08:03,141,,,,,,,,,
,00:08:04,140,,,,,,,,,
,00:08:05,140,,,,,,,,,
,00:08:06,140,,,,,,,,,
,00:08:07,140,,,,,,,,,
,00:08:08,140,,,,,,,,,
,00:08:09,140,,,,,,,,,
,00:08:10,140,,,,,,,,,
,00:08:11,141,,,,,,,,,
,00:08:12,141,,,,,,,,,
,00:08:13,141,,,,,,,,,
,00:08:14,141,,,,,,,,,
,00:08:15,141,,,,,,,,,
,00:08:16,141,,,,,,,,,
,00:08:17,141,,,,,,,,,
,00:08:18,141,,,,,,,,,
,00:08:19,141,,,,,,,,,
,00:08:20,142,,,,,,,,,
,00:08:21,142,,,,,,,,,
,00:08:22,142,,,,,,,,,
,00:08:23,142,,,,,,,,,
,00:08:24,142,,,,,,,,,
,00:08:25,141,,,,,,,,,
,00:08:26,141,,,,,,,,,
,00:08:27,141,,,,,,,,,
,00:08:28,141,,,,,,,,,
,00:08:29,141,,,,,,,,,
,00:08:30,141,,,,,,,,,
,00:08:31,141,,,,,,,,,
,00:08:32,141,,,,,,,,,
,00:08:33,142,,,,,,,,,
,00:08:34,142,,,,,,,,,
,00:08:35,143,,,,,,,,,
,00:08:36,144,,,,,,,,,
,00:08:37,144,,,,,,,,,
,00:08:38,144,,,,,,,,,
,00:08:39,143,,,,,,,,,
,00:08:40,142,,,,,,,,,
,00:08:41,141,,,,,,,,,
,00:08:42,141,,,,,,,,,
,00:08:43,141,,,,,,,,,
,00:08:44,142,,,,,,,,,
,00:08:45,142,,,,,,,,,
,00:08:46,143,,,,,,,,,
,00:08:47,143,,,,,,,,,
,00:08:48,144,,,,,,,,,
,00:08:49,144,,,,,,,,,
,00:08:50,144,,,,,,,,,
,00:08:51,144,,,,,,,,,
,00:08:52,144,,,,,,,,,
,00:08:53,144,,,,,,,,,
,00:08:54,144,,,,,,,,,
,00:08:55,144,,,,,,,,,
,00:08:56,145,,,,,,,,,
,00:08:57,145,,,,,,,,,
,00:08:58,145,,,,,,,,,
,00:08:59,145,,,,,,,,,
,00:09:00,144,,,,,,,,,
,00:09:01,143,,,,,,,,,
,00:09:02,143,,,,,,,,,
,00:09:03,143,,,,,,,,,
,00:09:04,144,,,,,,,,,
,00:09:05,144,,,,,,,,,
,00:09:06,144,,,,,,,,,
,00:09:07,145,,,,,,,,,
,00:09:08,145,,,,,,,,,
,00:09:09,145,,,,,,,,,
,00:09:10,145,,,,,,,,,
,00:09:11,145,,,,,,,,,
,00:09:12,145,,,,,,,,,
,00:09:13,145,,,,,,,,,
,00:09:14,144,,,,,,,,,
,00:09:15,143,,,,,,,,,
,00:09:16,143,,,,,,,,,
,00:09:17,143,,,,,,,,,
,00:09:18,142,,,,,,,,,
,00:09:19,142,,,,,,,,,
,00:09:20,143,,,,,,,,,
,00:09:21,143,,,,,,,,,
,00:09:22,144,,,,,,,,,
,00:09:23,145,,,,,,,,,
,00:09:24,145,,,,,,,,,
,00:09:25,147,,,,,,,,,
,00:09:26,147,,,,,,,,,
,00:09:27,148,,,,,,,,,
,00:09:28,148,,,,,,,,,
,00:09:29,149,,,,,,,,,
,00:09:30,150,,,,,,,,,
,00:09:31,151,,,,,,,,,
,00:09:32,151,,,,,,,,,
,00:09:33,152,,,,,,,,,
,00:09:34,153,,,,,,,,,
,00:09:35,153,,,,,,,,,
,00:09:36,153,,,,,,,,,
,00:09:37,154,,,,,,,,,
,00:09:38,153,,,,,,,,,
,00:09:39,154,,,,,,,,,
,00:09:40,154,,,,,,,,,
,00:09:41,154,,,,,,,,,
,00:09:42,154,,,,,,,,,
,00:09:43,154,,,,,,,,,
,00:09:44,154,,,,,,,,,
,00:09:45,154,,,,,,,,,
,00:09:46,154,,,,,,,,,
,00:09:47,153,,,,,,,,,
,00:09:48,152,,,,,,,,,
,00:09:49,152,,,,,,,,,
,00:09:50,152,,,,,,,,,
,00:09:51,151,,,,,,,,,
,00:09:52,151,,,,,,,,,
,00:09:53,150,,,,,,,,,
,00:09:54,150,,,,,,,,,
,00:09:55,149,,,,,,,,,
,00:09:56,149,,,,,,,,,
,00:09:57,148,,,,,,,,,
,00:09:58,148,,,,,,,,,
,00:09:59,148,,,,,,,,,
,00:10:00,148,,,,,,,,,
,00:10:01,148,,,,,,,,,
,00:10:02,148,,,,,,,,,
,00:10:03,148,,,,,,,,,
,00:10:04,148,,,,,,,,,
,00:10:05,148,,,,,,,,,
,00:10:06,148,,,,,,,,,
,00:10:07,148,,,,,,,,,
,00:10:08,148,,,,,,,,,
,00:10:09,147,,,,,,,,,
,00:10:10,147,,,,,,,,,
,00:10:11,147,,,,,,,,,
,00:10:12,147,,,,,,,,,
,00:10:13,146,,,,,,,,,
,00:10:14,146,,,,,,,,,
,00:10:15,145,,,,,,,,,
,00:10:16,145,,,,,,,,,
,00:10:17,145,,,,,,,,,
,00:10:18,144,,,,,,,,,
,00:10:19,144,,,,,,,,,
,00:10:20,143,,,,,,,,,
,00:10:21,142,,,,,,,,,
,00:10:22,142,,,,,,,,,
,00:10:23,141,,,,,,,,,
,00:10:24,140,,,,,,,,,
,00:10:25,141,,,,,,,,,
,00:10:26,141,,,,,,,,,
,00:10:27,141,,,,,,,,,
,00:10:28,141,,,,,,,,,
,00:10:29,142,,,,,,,,,
,00:10:30,142,,,,,,,,,
,00:10:31,142,,,,,,,,,
,00:10:32,142,,,,,,,,,
,00:10:33,142,,,,,,,,,
,00:10:34,141,,,,,,,,,
,00:10:35,141,,,,,,,,,
,00:10:36,140,,,,,,,,,
,00:10:37,139,,,,,,,,,
,00:10:38,139,,,,,,,,,
,00:10:39,138,,,,,,,,,
,00:10:40,138,,,,,,,,,
,00:10:41,138,,,,,,,,,
,00:10:42,138,,,,,,,,,
,00:10:43,138,,,,,,,,,
,00:10:44,138,,,,,,,,,
,00:10:45,138,,,,,,,,,
,00:10:46,138,,,,,,,,,
,00:10:47,137,,,,,,,,,
,00:10:48,137,,,,,,,,,
,00:10:49,137,,,,,,,,,
,00:10:50,137,,,,,,,,,
,00:10:51,137,,,,,,,,,
,00:10:52,136,,,,,,,,,
,00:10:53,136,,,,,,,,,
,00:10:54,136,,,,,,,,,
,00:10:55,136,,,,,,,,,
,00:10:56,136,,,,,,,,,
,00:10:57,136,,,,,,,,,
,00:10:58,135,,,,,,,,,
,00:10:59,135,,,,,,,,,
,00:11:00,135,,,,,,,,,
,00:11:01,134,,,,,,,,,
,00:11:02,133,,,,,,,,,
,00:11:03,132,,,,,,,,,
,00:11:04,132,,,,,,,,,
,00:11:05,133,,,,,,,,,
,00:11:06,133,,,,,,,,,
,00:11:07,133,,,,,,,,,
,00:11:08,134,,,,,,,,,
,00:11:09,134,,,,,,,,,
,00:11:10,134,,,,,,,,,
,00:11:11,135,,,,,,,,,
,00:11:12,134,,,,,,,,,
,00:11:13,134,,,,,,,,,
,00:11:14,134,,,,,,,,,
,00:11:15,134,,,,,,,,,
,00:11:16,134,,,,,,,,,
,00:11:17,134,,,,,,,,,
,00:11:18,134,,,,,,,,,
,00:11:19,134,,,,,,,,,
,00:11:20,134,,,,,,,,,
,00:11:21,134,,,,,,,,,
,00:11:22,136,,,,,,,,,
,00:11:23,136,,,,,,,,,
,00:11:24,136,,,,,,,,,
,00:11:25,136,,,,,,,,,
,00:11:26,136,,,,,,,,,
,00:11:27,137,,,,,,,,,
,00:11:28,137,,,,,,,,,
,00:11:29,137,,,,,,,,,
,00:11:30,138,,,,,,,,,
,00:11:31,139,,,,,,,,,
,00:11:32,139,,,,,,,,,
,00:11:33,139,,,,,,,,,
,00:11:34,139,,,,,,,,,
,00:11:35,138,,,,,,,,,
,00:11:36,138,,,,,,,,,
,00:11:37,138,,,,,,,,,
,00:11:38,138,,,,,,,,,
,00:11:39,137,,,,,,,,,
,00:11:40,137,,,,,,,,,
,00:11:41,137,,,,,,,,,
,00:11:42,138,,,,,,,,,
,00:11:43,138,,,,,,,,,
,00:11:44,138,,,,,,,,,
,00:11:45,138,,,,,,,,,
,00:11:46,138,,,,,,,,,
,00:11:47,138,,,,,,,,,
,00:11:48,139,,,,,,,,,
,00:11:49,139,,,,,,,,,
,00:11:50,140,,,,,,,,,
,00:11:51,140,,,,,,,,,
,00:11:52,141,,,,,,,,,
,00:11:53,141,,,,,,,,,
,00:11:54,141,,,,,,,,,
,00:11:55,141,,,,,,,,,
,00:11:56,141,,,,,,,,,
,00:11:57,140,,,,,,,,,
,00:11:58,140,,,,,,,,,
,00:11:59,140,,,,,,,,,
,00:12:00,140,,,,,,,,,
,00:12:01,140,,,,,,,,,
,00:12:02,140,,,,,,,,,
,00:12:03,140,,,,,,,,,
,00:12:04,140,,,,,,,,,
,00:12:05,141,,,,,,,,,
,00:12:06,141,,,,,,,,,
,00:12:07,141,,,,,,,,,
,00:12:08,141,,,,,,,,,
,00:12:09,141,,,,,,,,,
,00:12:10,141,,,,,,,,,
,00:12:11,142,,,,,,,,,
,00:12:12,142,,,,,,,,,
,00:12:13,143,,,,,,,,,
,00:12:14,143,,,,,,,,,
,00:12:15,143,,,,,,,,,
,00:12:16,143,,,,,,,,,
,00:12:17,142,,,,,,,,,
,00:12:18,143,,,,,,,,,
,00:12:19,143,,,,,,,,,
,00:12:20,143,,,,,,,,,
,00:12:21,143,,,,,,,,,
,00:12:22,143,,,,,,,,,
,00:12:23,143,,,,,,,,,
